internalId,uuid,DE_title,EN_title,issue
22687,,Mittelohrentzündung,Otitis,"EN generic, DE specific"
22682,,Mittelöhrentzündung,External Otitis,"EN generic, DE specific"
20834,,Mondsüchtigkeit,Sleepwalking,"EN generic, DE specific"
22772,,Multiple Sklerose infektiöser Ätiologie,Multiple Sclerosis of Infectious Origin,"EN generic, DE specific"
22773,,Multiple Sklerose-Komplexen,Multiple Sclerosis of a Complicated Prognosis,"EN generic, DE specific"
21921,,Mumps-Impfstoff,Epidemic Parotitis Vaccine,"EN generic, DE specific"
22907,,Mundfäule,Stomatitis,"EN generic, DE specific"
22897,,Mundhöhleninfektion,Infections of Oral Cavity,"EN generic, DE specific"
21087,,Musik-Zentrum,Brain Music Centre,"EN generic, DE specific"
22874,,Muskelentzündung,Myositis,"EN generic, DE specific"
21290,,Muskelermüdung,Muscle Fatigue,"EN generic, DE specific"
20847,,Muskelkrämpfe,Muscle Cramps,"EN generic, DE specific"
21248,,Muskelkrämpfe,Muscle Spasms,"EN generic, DE specific"
21312,,Muttermilchunverträglichkeit,Breast Milk Intolerance,"EN generic, DE specific"
22164,,Mycoplasma Lungenentzündung,Mycoplasma Pneumoniae,"EN generic, DE specific"
21208,,männliche Libido,Sexual Drive in Males,"EN generic, DE specific"
20154,,Männliches Fortpflanzungssystem,Male Reproductive System,"EN generic, DE specific"
21865,,Männliches Urogenitalsystem,Male Genitourinary System,"EN generic, DE specific"
20553,,Mückenstich,Mosquito Bite,"EN generic, DE specific"
20916,,Müdigkeit,Fatigue,"EN generic, DE specific"
22931,,Müdigkeit,Fatigue,"EN generic, DE specific"
20327,,Müdigkeit nach dem Essen,Fatigue after Eating,"EN generic, DE specific"
22381,,Nackenkrämpfe,Neck Spasms,"EN generic, DE specific"
22120,,Nagelpilzinfektion des Fußes,Toenails Mycosis,"EN generic, DE specific"
20129,,Nasen-Nebenhöhlen,Nasal Sinuses,"EN generic, DE specific"
20749,,Nasennebenhöhle,Paranasal Sinus,"EN generic, DE specific"
30057,,Nasennebenhöhlen Entzündung,Sinusitis,"EN generic, DE specific"
22692,,Nasenschleimhautentzündung,Rhinitis,"EN generic, DE specific"
21353,,Nebennieren Störung,Adrenal Gland Disorders,"EN generic, DE specific"
20131,,Nebenschilddrüse,Parathyroid Gland,"EN generic, DE specific"
21318,,Nebenschilddrüse,Parathyroid Gland,"EN generic, DE specific"
21572,,Nebenschilddrüse,Parathyroid Glands,"EN generic, DE specific"
20118,,Nerven Hände,Arm Nerves,"EN generic, DE specific"
20859,,Nerven Stärkung,Nerve Strengthening,"EN generic, DE specific"
20854,,Nervenentzündung,Nerve Neuritis,"EN generic, DE specific"
22737,,Nervenschmerzen Brust-Zwischenrippe,Intercostal Neuralgia,"EN generic, DE specific"
22769,,Nervenwurzelentzündung,Radiculitis,"EN generic, DE specific"
22753,,Nervöser Tick,Nervous Tic,"EN generic, DE specific"
21039,,Netzhaut/Retina Regulierung,Retina Control,"EN generic, DE specific"
22748,,Neuralgie der Hände,Neuralgia in Arms,"EN generic, DE specific"
20737,,Neuritis des Hörnervs,Hearing Nerve Neuritis,"EN generic, DE specific"
21864,,Nieren-Modus,Kidney Pattern,"EN generic, DE specific"
30052,,Nierenbeckenentzündung,Pyelonephritis,"EN generic, DE specific"
22953,,Nierenentzündung,Nephritis,"EN generic, DE specific"
21375,,Nierensteine ​​Resorption,Kindey Stonesdispertion,"EN generic, DE specific"
20552,,Noduläres Erythem,Nodal Fever,"EN generic, DE specific"
22648,,Normalisierung der Herztätigkeit,Normalization of Heart Function,"EN generic, DE specific"
22699,,Ohr - allgemeine Probleme,Common Ear Problems,"EN generic, DE specific"
22676,,Ohrtrompetenentzündung,Eustachitis,"EN generic, DE specific"
21280,,Oppression-Herz,Heart Tightness,"EN generic, DE specific"
21360,,Orho-Epididymitis,Orchiepididymitis,"EN generic, DE specific"
30003,,Orthopädie,Vertebrology,"EN generic, DE specific"
22368,,Osteophyten-Knochenauswüchse,Osteophyte,"EN generic, DE specific"
22620,,Panenzephalitis sekundär,Secondary Leukoencephalitis,"EN generic, DE specific"
22535,,Parasiten - Entgiftung,Parasite Detoxification,"EN generic, DE specific"
22199,,Parasiten Bauchspeicheldrüse,Pancreas Parasites,"EN generic, DE specific"
22349,,Parasitäre Kopfschmerzen,Headache due to Parasitic Infection,"EN generic, DE specific"
22432,,Parasitäres Geschwür,Parasitic Ulcer,"EN generic, DE specific"
20719,,Parese der Stimmbänder,Vocal Cord Paresis,"EN generic, DE specific"
22721,,Parkinson-Krankheit,Parkinson Disease,"EN generic, DE specific"
20878,,Parästhesien,Paresthesia,"EN generic, DE specific"
20645,,Peripheren Gefäßen,Peripheral Vessels,"EN generic, DE specific"
20310,,Peristaltik und Mobilität,Peristalsis and Motility,"EN generic, DE specific"
22441,,Perniziöse-Anämie,Pernicious Anemia,"EN generic, DE specific"
22611,,Pfeiffersches Drüsenfieber,Infectious Mononucleosis,"EN generic, DE specific"
20515,,Pilzinfektion der Füße,Tinea Pedis,"EN generic, DE specific"
21504,,Plattfuß,Flat Foot,"EN generic, DE specific"
22765,,Poliomyelitis sekundär,Secondary Poliomyelitis,"EN generic, DE specific"
20436,,Prolaps-Gebärmutter,Prolapse of Uterus,"EN generic, DE specific"
20435,,Prolaps-Scheide,Vaginal Prolapse,"EN generic, DE specific"
20437,,Prämenstruelles Syndrom,Post Menstrual Syndrome,"EN generic, DE specific"
22563,,Psoriasis Läsionen,Psoriatic Eruption,"EN generic, DE specific"
30019,,Psyche - Psychologie,Psychology and Psychiatry,"EN generic, DE specific"
21083,,Psychische Erschöpfung,Emotional Exhaustion,"EN generic, DE specific"
22604,,Q-Fieber,Q Fever,"EN generic, DE specific"
22523,,Quecksilber-Ausleitung,Mercury Elimination,"EN generic, DE specific"
22702,,Rachenentzündung,Pharyngitis,"EN generic, DE specific"
22722,,Raynaud-Krankheit,Raynaud Disease,"EN generic, DE specific"
20292,,Reduzierte Magensäure,Hypoacidity,"EN generic, DE specific"
21649,,Regulierung des Juxta glomerulären Apparates,Regulation of Juxtaglomerular Apparatus,"EN generic, DE specific"
21861,,Regulierung des Magen-Darm-Traktes,GIT Regulation,"EN generic, DE specific"
20720,,Reizung der Stimmbänder,Vocal Cord Irritation,"EN generic, DE specific"
22484,,Rhesus Inkompatibilität,Rhesus Incompatibility,"EN generic, DE specific"
21195,,Rheuma Gefäße,Rheumatoid Blood Vessels,"EN generic, DE specific"
21193,,Rheuma-Lenden,Rheumatic Pain of Low Back,"EN generic, DE specific"
21196,,Rheumatische Füße,Reumatic Pain in Legs,"EN generic, DE specific"
22875,,Rheumatische Muskelentzündung,Rheumatoid Myositis,"EN generic, DE specific"
22856,,Rippenfellentzündung,Pleuritis,"EN generic, DE specific"
21898,,Röteln,Rubella,"EN generic, DE specific"
21925,,Röteln-Virus,Rubella Virus,"EN generic, DE specific"
20442,,Rücken-Kopfschmerzen,Spinal Headache,"EN generic, DE specific"
20188,,Rückenmark,Spinal Cord,"EN generic, DE specific"
20906,,Rückenmarkserkrankung,Spinal Cord Disorder,"EN generic, DE specific"
22796,,Rückenmarkslähmung,Cerebrospinal Paralysis,"EN generic, DE specific"
22367,,Rückenmuskulatur,Back Muscles,"EN generic, DE specific"
21867,,Rückenmüdigkeit,Back Fatigue,"EN generic, DE specific"
30053,,Rückenprobleme,Spinal Disorders,"EN generic, DE specific"
22337,,Rückenschmerzen,Back Pain,"EN generic, DE specific"
20149,,Sakrale Segment der Wirbelsäule,Sacral Spine,"EN generic, DE specific"
21982,,SARS-Corona Virus,SARS CoronaVirus,"EN generic, DE specific"
21582,,Schilddrüse,Thyroid,"EN generic, DE specific"
21583,,Schilddrüsen-Hypertrophie,Thyroid Hyperthyroidism,"EN generic, DE specific"
23057,,Schilddrüsenknoten,Thyroid Gland Nodules,"EN generic, DE specific"
21584,,Schilddrüsenunterfunktion,Thyroid Hyperthyroidism,"EN generic, DE specific"
23056,,Schilddrüsenvergrößerung,Enlarged Thyroid Gland,"EN generic, DE specific"
23049,,Schilddrüsenzyste,Thyroid Cyst,"EN generic, DE specific"
20872,,schlaffe Lähmung (AFP),Flaccid Paralysis,"EN generic, DE specific"
20899,,Schlafstörungen,Sleep Disorder,"EN generic, DE specific"
21275,,Schlafstörungen,Sleep Disorder,"EN generic, DE specific"
20967,,Schlechte Körperhaltung,Postural Disorder,"EN generic, DE specific"
21221,,Schleimbeutelentzündung,Bursitis,"EN generic, DE specific"
22904,,Schleimhautschäden,Mucosal Disorder,"EN generic, DE specific"
22426,,Schließmuskel,Sphincter of Oddi,"EN generic, DE specific"
22370,,Schmerzen in der Wirbelsäule,Rachialgia,"EN generic, DE specific"
22502,,Schmerzen während der Grippe,Pain due to Flu,"EN generic, DE specific"
21320,,Schneidezähne Entzündung,Incisor Abscess,"EN generic, DE specific"
30031,,Schnelle Frequenzblöcke,Set of Programs,"EN generic, DE specific"
20756,,Schnupfen mit Entzündung der Schleimhäute,Inflammatory Rhinitis,"EN generic, DE specific"
22499,,Schweinegrippe-Virus,Swine Flu Virus,"EN generic, DE specific"
21633,,Schweißdrüsen,Sudoriferous,"EN generic, DE specific"
20539,,Schweißtreibend Aktion,Sudoriferous Effect,"EN generic, DE specific"
22917,,Schwellung der Füße,Leg Swelling,"EN generic, DE specific"
20764,,Schwerhörigkeit,Hearing Loss,"EN generic, DE specific"
21116,,Schwierigkeiten beim Zählen,Counting Difficulty,"EN generic, DE specific"
21370,,Schwächung der Potenz,Low Sexual Drive,"EN generic, DE specific"
21361,,Schwächung des Körpers,Body Weakening,"EN generic, DE specific"
20358,,Schwächung des männlichen Organismus,Male Body Weakening,"EN generic, DE specific"
20357,,Schwächung des Organismus,Body Weakening,"EN generic, DE specific"
21204,,Schwächung des Organismus,Body Weakening,"EN generic, DE specific"
22797,,Schädel-Hirn Verletzung,Craniocerebral Injury,"EN generic, DE specific"
22915,,Schüttelfrost,Shivering,"EN generic, DE specific"
22808,,Sehkraft-Müdigkeit,Visual Fatigue,"EN generic, DE specific"
21522,,Sehnenscheidenentzündung,Tendovaginitis,"EN generic, DE specific"
21284,,Sehnenschwäche,Tendon Weakness,"EN generic, DE specific"
21035,,Sehschärfe,Sharpness of Vision,"EN generic, DE specific"
22814,,Sehschärfe,Vision,"EN generic, DE specific"
30054,,Sehstörungen,Vision Disorders,"EN generic, DE specific"
21030,,Sehstörungen,Vision Disorders,"EN generic, DE specific"
22319,,Sekundäre Arthritis,Secondary Arthritis,"EN generic, DE specific"
22846,,Sekundäre Bronchitis,Secondary Bronchitis,"EN generic, DE specific"
22849,,Sekundäre Bronchopneumonie,Secondary Bronchopneumonia,"EN generic, DE specific"
22956,,Sekundäre Hodenentzündung,Secondary Orchitis,"EN generic, DE specific"
22020,,Sekundäre Lymph-Borreliose,Secondary Borreliosis,"EN generic, DE specific"
22739,,Sekundäre Meningitis,Secondary Meningitis,"EN generic, DE specific"
22781,,Sekundäre Multiple Sklerose,Secondary Multiple Sclerosis,"EN generic, DE specific"
22079,,Sekundäre Tuberkulose,Secondary Tuberculosis,"EN generic, DE specific"
22989,,Sekundäre Wundheilung,Secondary Wound Repair,"EN generic, DE specific"
23038,,Sekundärer Diabetes,Secondary Diabetes,"EN generic, DE specific"
22965,,Sexuelle Schwäche,Sexual Debility,"EN generic, DE specific"
20739,,Sinus-Krankheit,Sinus Disorders,"EN generic, DE specific"
20081,,Skelett-Knochen,Bony Skeleton,"EN generic, DE specific"
22789,,Spastische Krämpfe,Spastic Contructions,"EN generic, DE specific"
22761,,Spastische Lähmung,Spastic Paralysis,"EN generic, DE specific"
20740,,Speicheldrüse,Salivary Gland,"EN generic, DE specific"
20139,,Speiseröhre,Esophagus,"EN generic, DE specific"
20140,,Speiseröhre Knorpel,Esophagus Cartilage,"EN generic, DE specific"
20314,,Speiseröhren Knorpel,Esophagus Cartilage,"EN generic, DE specific"
22177,,Splüwurmer,Ascarididae,"EN generic, DE specific"
22520,,Stafilo-Streptokokken Infektion,Staphylococcal and Streptococcal Infection,"EN generic, DE specific"
23059,,Stimulation der endokrinen Drüsen,Endocrine Glands Stimulation,"EN generic, DE specific"
23055,,Stimulation der Thymusdrüse,Thymus glad Stimulation,"EN generic, DE specific"
22661,,Stimulation Lymphdrüsen,Lymphatic Nodes Stimulation,"EN generic, DE specific"
22601,,Stimulation rote Blutkörperchen,Erythrocytes Formation Stimulation,"EN generic, DE specific"
22602,,Stimulation T-Lymphozyten,Stimulation of T Lymphocyte,"EN generic, DE specific"
21883,,Streptococcus Lungenentzündung,Streptococcus Pneumonia,"EN generic, DE specific"
20975,,Stärkung der körpereigenen Abwehrkräfte,Body Defenses Strengthening,"EN generic, DE specific"
20976,,Stärkung der Muskeln,Muscle Strengthening,"EN generic, DE specific"
21660,,Stärkung der Muskulatur,Muscle Strengthening,"EN generic, DE specific"
20977,,Stärkung der Nerven,Nerve Strengthening,"EN generic, DE specific"
21661,,Stärkung der Nerven,Nerve Strengthening,"EN generic, DE specific"
22744,,Störung der motorischen Koordination,Motor Coordination Disorders,"EN generic, DE specific"
20903,,Störung der Schlafphasen,Sleep Phase Disorder,"EN generic, DE specific"
21354,,Störungen beim Wasserlassen,Urosis,"EN generic, DE specific"
22570,,Syphilitische Geschwüre,Syphilis Sore,"EN generic, DE specific"
21373,,Säuren Nierensteine ​,Acid Kindey Stones,"EN generic, DE specific"
20943,,Taubheit der Körperteile,Numbness in Different Body Parts,"EN generic, DE specific"
22756,,Taubheit Hände-Finger,Numbness in Hands and Fingers,"EN generic, DE specific"
21519,,Tendon Schwäche,Tendon Weakness,"EN generic, DE specific"
22022,,Tertiäre Borreliose,Tertiary Borreliosis,"EN generic, DE specific"
20369,,Thymus-Unterfunktion,Thymic Hypofunction,"EN generic, DE specific"
22288,,Tonsilläre Nosode,Tonsillar Nosode,"EN generic, DE specific"
20851,,Trigeminus-Neuralgie,Trifacial Neuralgia,"EN generic, DE specific"
21043,,Tränenbildung,Tear Formation,"EN generic, DE specific"
21042,,Tränendrüse,Lacrimal Gland,"EN generic, DE specific"
20225,,Träume-Zentrum,Dreams Centre,"EN generic, DE specific"
21034,,Trübung des Glaskörpers,Opacity of Vitreous Body,"EN generic, DE specific"
22920,,Unterkühlung,Hypothermia,"EN generic, DE specific"
21406,,Unterschenkelgeschwür,Varicose Ulcer,"EN generic, DE specific"
22537,,Unterstützung der Leber,Liver Support,"EN generic, DE specific"
21397,,Urämie,Uremia,"EN generic, DE specific"
20466,,Vaskuläre Kopfschmerzen,Vascular Headache,"EN generic, DE specific"
20605,,vegetative Störungen,Vegetative Disturbance,"EN generic, DE specific"
21411,,Venenentzündung,Inflammation of Vein,"EN generic, DE specific"
21419,,Venenwandentzündung,Phlebitis,"EN generic, DE specific"
20311,,Verdauungsstörung,Indigestion,"EN generic, DE specific"
20586,,Verdauungsstörung,Digestive Disorders,"EN generic, DE specific"
21270,,Verdauungsstörung,Indigestion,"EN generic, DE specific"
20733,,Vereiterung der Stirnhöhlen,Frontal Sinus Abscess,"EN generic, DE specific"
22968,,Verengung der Harnröhre,Urethral Stricture,"EN generic, DE specific"
20509,,Verfärbungen,Hair Discoloration,"EN generic, DE specific"
22364,,Verkrümmung der Wirbelsäule,Spinal Curvature,"EN generic, DE specific"
20904,,Verschiedene Krämpfe,Various Spasms,"EN generic, DE specific"
20067,,Weisheitszähne,Third Molar,"EN generic, DE specific"
22548,,Weißfleckenkrankheit,Vitiligo,"EN generic, DE specific"
22622,,West-Nil-Fieber,West Nile Fever,"EN generic, DE specific"
21294,,Wetterfühligkeit,Sensitivity to Weather,"EN generic, DE specific"
20608,,Wirbel-basilaris Syndrom,Vertebrobasilar Syndrome,"EN generic, DE specific"
20260,,Wirbelsäule Abrieb,Spinal Attrition,"EN generic, DE specific"
20445,,Wirbelsäule-Kopfschmerzen,Vertebrogenic Headache,"EN generic, DE specific"
22569,,Wundrose-Entzündung,Erysipelas,"EN generic, DE specific"
21459,,Wundränder Entzündung,Wound Edges Inflammation,"EN generic, DE specific"
21285,,Wärme-Gleichgewicht,Heat Balance,"EN generic, DE specific"
20910,,Wärmebilanz,Heat Balance,"EN generic, DE specific"
30072,,Würmer,Helminth Diseases,"EN generic, DE specific"
23076,,Würmer,Helminth,"EN generic, DE specific"
21306,,Zahn-Druck,Tooth Pressure,"EN generic, DE specific"
22896,,Zahn-Ohreninfektion,Tooth Infections and Ears,"EN generic, DE specific"
21304,,Zahnfleisch Entzündung,Inflammation,"EN generic, DE specific"
22891,,Zahnfleischentzündung,Gingivitis,"EN generic, DE specific"
22905,,Zahnmarkentzündung,Pulpitis,"EN generic, DE specific"
21300,,Zahnschmerzen drückende,Compressive Toothache,"EN generic, DE specific"
20121,,Zehennägel,Toenails,"EN generic, DE specific"
20921,,Zeit-Zentrum,Time Centre,"EN generic, DE specific"
22795,,Zentrale Lähmung,Central Paralysis,"EN generic, DE specific"
20211,,Zentrum Sehvermögen,Optic Centre,"EN generic, DE specific"
20218,,Zentrum Träume,Dream Centre,"EN generic, DE specific"
22745,,Zerebrale Störung,Cerebral Disturbances,"EN generic, DE specific"
20942,,zerebrovaskuläre Insuffizienz,CerebroVascular Insufficiency,"EN generic, DE specific"
22911,,Zungengeschwür,Tongue Ulcer,"EN generic, DE specific"
22802,,Zweistärken Sicht,Bifocal Vision,"EN generic, DE specific"
20812,,Zwischenhirn-Syndrom,Diencephalic Syndrome,"EN generic, DE specific"
20046,,Zwölffingerdarm,Duodenum,"EN generic, DE specific"
20274,,Zwölffingerdarm,Duodenum,"EN generic, DE specific"
20330,,Zwölffingerdarmgeschwür,Duodenum Ulcer,"EN generic, DE specific"
22433,,Zwölffingerdarmgeschwür,Duodenal Ulcer,"EN generic, DE specific"
21060,,Zyste des Enddarms/Rektums,Rectal Cyst,"EN generic, DE specific"
20430,,Zystische Brustdrüsen,Cystic Breasts,"EN generic, DE specific"
22900,,Zähne-Frequenzen,Dental Frequencies,"EN generic, DE specific"
30024,,Zähne-Kiefer-Mund,Dentistry,"EN generic, DE specific"
30092,,Zähne-Kiefer-Mund,Dentistry,"EN generic, DE specific"
22930,,Übelkeit und Krämpfe,Nausea and Spasms,"EN generic, DE specific"
20894,,Überempfindlich Zonen,Hypersnsitivity of Zones,"EN generic, DE specific"
20895,,Überempfindliche Nerven,Hypersnsitivity of Nerves,"EN generic, DE specific"
21101,,Überempfindliche Zonen,Hypersensitivity of Zones,"EN generic, DE specific"
20883,,Überempfindlichkeit,Hypersensitivity,"EN generic, DE specific"
21260,,Überempfindlichkeit,Hypersensitivity,"EN generic, DE specific"
21102,,Überempfindlichkeit Nervlich,Nerve Hypersensitivity,"EN generic, DE specific"
22311,,Überempfindlichkeit Schleimhäute,Mucosal Hypersensitivity,"EN generic, DE specific"
30050,,Übergewicht,Obesity,"EN generic, DE specific"
20505,,Übermäßiger Haarwuchs,Excessive Hair Growth,"EN generic, DE specific"
20540,,Übermäßiges Schwitzen,Excessive Sweating,"EN generic, DE specific"
20106,,Überschüssige Harnsäure,Excess of Uric Acid,"EN generic, DE specific"
22421,,Übersäuerung,Hypoacidity,"EN generic, DE specific"
23062,,Übersäuerung,Acidosis,"EN generic, DE specific"
